chat_id,neuron_id,weak_label,confidence,dimension
gc-006,PR-05,0.4,0.19999999999999996,PR
gc-006,PR-07,0.3112701252236136,0.37745974955277284,PR
gc-006,PR-14,0.96,0.9199999999999999,PR
gc-006,AL-08,0.24,0.52,AL
gc-006,ES-01,0.0,1.0,ES
gc-007,EC-06,0.0,1.0,EC
gc-007,EC-07,0.19230769230769232,0.6153846153846154,EC
gc-007,EC-09,0.6,0.19999999999999996,EC
gc-007,PR-02,0.45454545454545453,0.09090909090909094,PR
gc-007,PR-05,0.5454545454545454,0.09090909090909083,PR
gc-007,PR-07,0.47155963302752296,0.056880733944954076,PR
gc-007,PR-14,1.0,1.0,PR
gc-007,AL-08,0.18181818181818182,0.6363636363636364,AL
gc-007,ES-01,0.18181818181818182,0.6363636363636364,ES
gc-008,EC-06,0.03305785123966942,0.9338842975206612,EC
gc-008,EC-07,0.256198347107438,0.487603305785124,EC
gc-008,EC-09,0.9588842975206612,0.9177685950413224,EC
gc-008,PR-02,0.0,1.0,PR
gc-008,PR-05,0.7355371900826446,0.47107438016528924,PR
gc-008,PR-07,0.17117285101622226,0.6576542979675555,PR
gc-008,PR-14,1.0,1.0,PR
gc-008,AL-08,0.1652892561983471,0.6694214876033058,AL
gc-008,ES-01,0.19008264462809918,0.6198347107438016,ES
gc-009,EC-06,0.08771929824561403,0.8245614035087719,EC
gc-009,EC-07,0.21348314606741572,0.5730337078651686,EC
gc-009,EC-09,0.8634085213032581,0.7268170426065161,EC
gc-009,PR-02,0.05263157894736842,0.8947368421052632,PR
gc-009,PR-05,0.7894736842105263,0.5789473684210527,PR
gc-009,PR-07,0.17835671342685372,0.6432865731462926,PR
gc-009,PR-14,1.0,1.0,PR
gc-009,AL-08,0.2982456140350877,0.4035087719298246,AL
gc-009,ES-01,0.40350877192982454,0.19298245614035092,ES
gc-010,EC-06,0.3333333333333333,0.33333333333333337,EC
gc-010,EC-07,0.12,0.76,EC
gc-010,EC-09,0.0,1.0,EC
gc-010,PR-02,0.16666666666666666,0.6666666666666667,PR
gc-010,PR-05,1.0,1.0,PR
gc-010,PR-07,0.35727109515260325,0.2854578096947935,PR
gc-010,PR-14,1.0,1.0,PR
gc-010,AL-08,0.6666666666666666,0.33333333333333326,AL
gc-010,ES-01,0.5,0.0,ES
gc-011,EC-06,0.0,1.0,EC
gc-011,EC-07,0.5,0.0,EC
gc-011,EC-09,1.0,1.0,EC
gc-011,PR-02,0.0,1.0,PR
gc-011,PR-05,0.08333333333333333,0.8333333333333334,PR
gc-011,PR-07,0.379746835443038,0.240506329113924,PR
gc-011,PR-14,1.0,1.0,PR
gc-011,AL-08,0.5416666666666666,0.08333333333333326,AL
gc-011,ES-01,0.041666666666666664,0.9166666666666666,ES
gc-012,EC-06,0.02857142857142857,0.9428571428571428,EC
gc-012,EC-07,0.0,1.0,EC
gc-012,EC-09,0.9436734693877551,0.8873469387755102,EC
gc-012,PR-02,0.014285714285714285,0.9714285714285714,PR
gc-012,PR-05,0.2857142857142857,0.4285714285714286,PR
gc-012,PR-07,0.4259421560035057,0.14811568799298858,PR
gc-012,PR-14,0.9857142857142858,0.9714285714285715,PR
gc-012,AL-08,0.0,1.0,AL
gc-012,ES-01,0.0,1.0,ES
gc-013,EC-06,0.0,1.0,EC
gc-013,EC-07,0.2857142857142857,0.4285714285714286,EC
gc-013,EC-09,1.0,1.0,EC
gc-013,PR-02,0.0,1.0,PR
gc-013,PR-05,0.10483870967741936,0.7903225806451613,PR
gc-013,PR-07,0.32767813863305867,0.34464372273388266,PR
gc-013,PR-14,0.9919354838709677,0.9838709677419355,PR
gc-013,AL-08,0.008064516129032258,0.9838709677419355,AL
gc-013,ES-01,0.04838709677419355,0.9032258064516129,ES
gc-016,EC-06,0.05,0.9,EC
gc-016,EC-07,1.0,1.0,EC
gc-016,EC-09,0.95,0.8999999999999999,EC
gc-016,PR-02,0.15,0.7,PR
gc-016,PR-05,0.05,0.9,PR
gc-016,PR-07,0.4809843400447427,0.03803131991051456,PR
gc-016,PR-14,0.85,0.7,PR
gc-016,AL-08,0.2,0.6,AL
gc-016,ES-01,0.05,0.9,ES
gc-017,EC-06,0.09090909090909091,0.8181818181818181,EC
gc-017,EC-07,0.08333333333333333,0.8333333333333334,EC
gc-017,EC-09,0.9090909090909091,0.8181818181818181,EC
gc-017,PR-02,0.0,1.0,PR
gc-017,PR-05,0.7272727272727273,0.4545454545454546,PR
gc-017,PR-07,0.33075601374570446,0.3384879725085911,PR
gc-017,PR-14,0.9090909090909091,0.8181818181818181,PR
gc-017,AL-08,0.09090909090909091,0.8181818181818181,AL
gc-017,ES-01,0.18181818181818182,0.6363636363636364,ES
gc-018,EC-06,0.08108108108108109,0.8378378378378378,EC
gc-018,EC-07,0.058823529411764705,0.8823529411764706,EC
gc-018,EC-09,0.8168168168168167,0.6336336336336335,EC
gc-018,PR-02,0.10810810810810811,0.7837837837837838,PR
gc-018,PR-05,0.8918918918918919,0.7837837837837838,PR
gc-018,PR-07,0.238544474393531,0.522911051212938,PR
gc-018,PR-14,0.9444444444444444,0.8888888888888888,PR
gc-018,AL-08,0.05405405405405406,0.8918918918918919,AL
gc-018,ES-01,0.08108108108108109,0.8378378378378378,ES
gc-019,EC-06,0.0,1.0,EC
gc-019,EC-07,0.3333333333333333,0.33333333333333337,EC
gc-019,EC-09,1.0,1.0,EC
gc-019,PR-02,0.0,1.0,PR
gc-019,PR-05,0.8333333333333334,0.6666666666666667,PR
gc-019,PR-07,0.33902439024390246,0.3219512195121951,PR
gc-019,PR-14,0.8333333333333334,0.6666666666666667,PR
gc-019,AL-08,0.3333333333333333,0.33333333333333337,AL
gc-019,ES-01,0.0,1.0,ES
gc-020,EC-06,0.2727272727272727,0.4545454545454546,EC
gc-020,EC-07,0.05063291139240506,0.8987341772151899,EC
gc-020,EC-09,0.7272727272727273,0.4545454545454546,EC
gc-020,PR-02,0.09090909090909091,0.8181818181818181,PR
gc-020,PR-05,1.0,1.0,PR
gc-020,PR-07,0.3447348193697156,0.31053036126056877,PR
gc-020,PR-14,0.9090909090909091,0.8181818181818181,PR
gc-020,AL-08,0.5454545454545454,0.09090909090909083,AL
gc-020,ES-01,0.7272727272727273,0.4545454545454546,ES
gc-021,EC-06,0.0,1.0,EC
gc-021,EC-07,0.044444444444444446,0.9111111111111111,EC
gc-021,EC-09,0.7272727272727273,0.4545454545454546,EC
gc-021,PR-02,0.08333333333333333,0.8333333333333334,PR
gc-021,PR-05,0.9166666666666666,0.8333333333333333,PR
gc-021,PR-07,0.33570625702510304,0.3285874859497939,PR
gc-021,PR-14,1.0,1.0,PR
gc-021,AL-08,0.5,0.0,AL
gc-021,ES-01,0.4166666666666667,0.16666666666666663,ES
gc-022,EC-06,0.0,1.0,EC
gc-022,EC-07,0.0,1.0,EC
gc-022,EC-09,1.0,1.0,EC
gc-022,PR-02,0.0,1.0,PR
gc-022,PR-05,1.0,1.0,PR
gc-022,PR-07,0.24072476272648835,0.5185504745470233,PR
gc-022,PR-14,1.0,1.0,PR
gc-022,AL-08,0.0,1.0,AL
gc-022,ES-01,0.6363636363636364,0.2727272727272727,ES
gc-023,EC-06,0.04142011834319527,0.9171597633136095,EC
gc-023,EC-07,0.04904632152588556,0.9019073569482289,EC
gc-023,EC-09,0.8615807269653424,0.7231614539306848,EC
gc-023,PR-02,0.023668639053254437,0.9526627218934911,PR
gc-023,PR-05,0.8875739644970414,0.7751479289940828,PR
gc-023,PR-07,0.12339883099117026,0.7532023380176595,PR
gc-023,PR-14,0.9940476190476191,0.9880952380952381,PR
gc-023,AL-08,0.08875739644970414,0.8224852071005917,AL
gc-023,ES-01,0.34911242603550297,0.30177514792899407,ES
gc-024,EC-06,0.0,1.0,EC
gc-024,EC-07,0.5,0.0,EC
gc-024,EC-09,1.0,1.0,EC
gc-024,PR-02,0.16666666666666666,0.6666666666666667,PR
gc-024,PR-05,0.0,1.0,PR
gc-024,PR-07,0.7,0.3999999999999999,PR
gc-024,PR-14,0.8333333333333334,0.6666666666666667,PR
gc-024,AL-08,0.0,1.0,AL
gc-024,ES-01,0.0,1.0,ES
gc-025,EC-06,0.0,1.0,EC
gc-025,EC-07,0.0,1.0,EC
gc-025,EC-09,0.75,0.5,EC
gc-025,PR-02,0.0,1.0,PR
gc-025,PR-05,1.0,1.0,PR
gc-025,PR-07,0.3925549915397631,0.21489001692047383,PR
gc-025,PR-14,0.75,0.5,PR
gc-025,AL-08,0.0,1.0,AL
gc-025,ES-01,0.0,1.0,ES
gc-026,EC-06,0.0,1.0,EC
gc-026,EC-07,0.0,1.0,EC
gc-026,EC-09,0.8571428571428572,0.7142857142857144,EC
gc-026,PR-02,0.0,1.0,PR
gc-026,PR-05,0.5714285714285714,0.1428571428571428,PR
gc-026,PR-07,0.6065989847715736,0.21319796954314718,PR
gc-026,PR-14,0.8571428571428571,0.7142857142857142,PR
gc-026,AL-08,0.0,1.0,AL
gc-026,ES-01,0.0,1.0,ES
gc-027,EC-06,0.14285714285714285,0.7142857142857143,EC
gc-027,EC-07,1.0,1.0,EC
gc-027,EC-09,0.6122448979591837,0.22448979591836737,EC
gc-027,PR-02,0.14285714285714285,0.7142857142857143,PR
gc-027,PR-05,0.8571428571428571,0.7142857142857142,PR
gc-027,PR-07,0.5422427035330261,0.08448540706605212,PR
gc-027,PR-14,0.8571428571428571,0.7142857142857142,PR
gc-027,AL-08,0.2857142857142857,0.4285714285714286,AL
gc-027,ES-01,0.0,1.0,ES
gc-028,EC-06,0.0,1.0,EC
gc-028,EC-07,0.5,0.0,EC
gc-028,EC-09,0.9,0.8,EC
gc-028,PR-02,0.0,1.0,PR
gc-028,PR-05,0.1,0.8,PR
gc-028,PR-07,0.7022900763358778,0.4045801526717556,PR
gc-028,PR-14,0.8,0.6000000000000001,PR
gc-028,AL-08,0.0,1.0,AL
gc-028,ES-01,0.0,1.0,ES
